21,0,22,0,Pore,1.0,0.0,0.50566894,3.9357798,183.55046,138.9633,1.0,2.0543203,0.0,218.0,0.0,0.0,3.0,184.0,139.0,441.0,2.0852017,184.43947,139.03587,223.0,7.0,189.0,143.0,0.0,180.0,136.0,223.0,2.0852017,184.43947,139.03587,11.0,8.0,17.0,17.0,18.0,30.0,24.0,22.0,25.0,22.0,12.0,4.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,93.0,136.0,221.0,193.0,292.0,351.0,386.0,498.0,525.0,412.0,638.0,682.0,728.0,707.0,707.0,645.0,654.0,564.0,531.0,476.0,276.0,422.0,346.0,282.0,232.0,211.0,177.0,154.0,135.0,121.0,45.0,72.0,64.0,48.0,57.0,46.0,33.0,38.0,29.0,26.0,17.0,15.0,17.0,13.0,9.0,9.0,9.0,8.0,12.0,6.0,9.0,7.0,4.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,-0.37517133,1.6449668,60.0,186.0,25.466368,47.072536,0.0,0.0,0.0,8.7421875,16.546225,25.649414,35.102345,42.06836,60.0,-0.4251961,-0.7791185,-0.46063295,-0.8778202,0.47899032,0.00012052521,0.22054482,0.40440413,-0.8875907,2.2719007,1.56925,1.4821168,0.15768012,0.8636192,5679.0,592502.0,169.85425,589.429
22,0,23,Pore,Pore,1.0,0.0,0.12385608,132.35098,128.88907,280.11032,1.0,5.754443,0.0,7582938.0,0.0,0.0,132.0,129.0,279.5,8654900.0,129.5172,129.7847,275.1827,1071962.0,265.0,187.0,422.0,0.0,72.0,138.0,1071962.0,129.5172,129.7847,275.1827,10956.0,13918.0,36045.0,80105.0,136308.0,174967.0,171659.0,140494.0,102858.0,70941.0,46244.0,29593.0,19440.0,12611.0,8126.0,5343.0,3532.0,2423.0,1718.0,1187.0,784.0,600.0,507.0,365.0,259.0,192.0,160.0,120.0,89.0,80.0,71.0,51.0,39.0,30.0,28.0,18.0,18.0,18.0,13.0,7.0,11.0,4.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232370.0,14458.0,34894.0,74391.0,127157.0,176051.0,213240.0,240556.0,260104.0,272448.0,274221.0,265307.0,248371.0,228517.0,206487.0,186066.0,165020.0,147143.0,130994.0,117098.0,103581.0,92302.0,82123.0,72637.0,64554.0,57488.0,51351.0,45345.0,41091.0,37005.0,33378.0,30138.0,27308.0,24263.0,22011.0,19832.0,17961.0,16239.0,14873.0,13346.0,12415.0,11176.0,10107.0,9166.0,8405.0,7588.0,7008.0,6444.0,5843.0,5310.0,4992.0,4474.0,4106.0,3767.0,3467.0,3188.0,2962.0,2709.0,2503.0,2261.0,2061.0,1971.0,1845.0,23243.0,6.1298575,4.053242,222.0,255.0,26.993256,58.62291,0.0,0.0,0.0,14.254926,19.648817,25.848593,33.405853,42.12826,222.0,0.37948376,-0.9189252,-0.10755709,0.04504204,0.13446455,-0.9898942,-0.92410135,-0.37080416,-0.09241738,58.319584,55.57519,21.08923,1.3925897,1.6525428,28935744.0,271349600.0,145.5595,1718.7184
23,0,24,0,Pore,1.0,0.0,0.4827178,97.16155,305.5904,148.10527,1.0,1.606854,0.0,2185.0,0.0,0.0,96.5,305.5,148.5,4224.0,95.79108,305.40314,148.923,2039.0,105.0,312.0,160.0,89.0,300.0,138.0,2039.0,95.79108,305.40314,148.923,92.0,28.0,52.0,75.0,123.0,225.0,280.0,332.0,318.0,246.0,125.0,56.0,45.0,18.0,14.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19835.0,785.0,1317.0,1946.0,2463.0,2783.0,2899.0,2982.0,2897.0,3083.0,2916.0,2836.0,2765.0,2748.0,2451.0,2362.0,2275.0,2126.0,2059.0,1885.0,1671.0,1572.0,1408.0,1286.0,1175.0,994.0,907.0,826.0,711.0,618.0,600.0,497.0,480.0,406.0,404.0,357.0,297.0,288.0,265.0,245.0,200.0,205.0,181.0,147.0,151.0,142.0,141.0,118.0,100.0,88.0,67.0,78.0,71.0,62.0,56.0,54.0,42.0,38.0,39.0,35.0,29.0,31.0,25.0,172.0,0.86078805,1.909808,92.0,255.0,28.362923,48.037804,0.0,0.0,0.0,13.647813,22.396614,29.624788,35.92821,41.886936,92.0,-0.32019636,0.90815675,0.26967683,0.04649155,0.29938468,-0.9529991,0.9462097,0.29260916,0.1380835,5.1166735,3.4670177,2.5311778,-0.23274678,1.233212,57832.0,3972342.0,133.38667,2087.5967
24,0,25,Pore,Pore,1.0,0.0,0.1976556,112.58971,96.78648,163.01686,1.0,4.2237396,0.0,61466.0,0.0,0.0,112.0,96.5,162.5,76608.0,109.60619,95.337074,160.40193,15142.0,141.0,111.0,187.0,84.0,83.0,139.0,15142.0,109.60619,95.337074,160.40193,2486.0,311.0,402.0,569.0,731.0,1017.0,1091.0,1251.0,1274.0,1165.0,989.0,900.0,663.0,540.0,396.0,301.0,224.0,194.0,141.0,104.0,97.0,51.0,41.0,54.0,38.0,16.0,18.0,12.0,8.0,9.0,6.0,4.0,5.0,7.0,3.0,4.0,5.0,3.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68192.0,1136.0,1409.0,2032.0,2818.0,3680.0,4810.0,5813.0,6767.0,7613.0,7943.0,8315.0,8377.0,8299.0,7855.0,7604.0,6928.0,6373.0,5970.0,5435.0,4925.0,4565.0,4066.0,3499.0,3247.0,2807.0,2614.0,2275.0,2151.0,1854.0,1725.0,1640.0,1422.0,1276.0,1118.0,1015.0,886.0,820.0,751.0,673.0,642.0,510.0,536.0,458.0,445.0,371.0,339.0,302.0,284.0,279.0,225.0,228.0,222.0,198.0,173.0,158.0,136.0,129.0,105.0,121.0,103.0,112.0,86.0,1034.0,2.3115165,1.9325111,204.0,255.0,31.004822,49.478794,0.0,0.0,0.0,2.4268465,16.032885,30.960918,44.140236,58.18395,204.0,-0.7245713,0.6759016,-0.1347349,0.23913048,0.06320244,-0.9689283,0.6463846,0.7342769,0.20742334,18.081497,6.3722973,4.3078284,0.84934014,1.2030011,469475.0,11275920.0,499.36273,2332.0776
25,0,26,0,Pore,1.0,0.0,0.5272727,5.24359,99.78846,143.63675,1.0,2.8046455,0.0,468.0,0.0,0.0,4.0,99.0,143.5,990.0,2.8850574,98.293106,143.3774,522.0,9.0,105.0,149.0,0.0,94.0,139.0,522.0,2.8850574,98.293106,143.3774,101.0,34.0,31.0,36.0,40.0,44.0,37.0,35.0,33.0,25.0,26.0,30.0,17.0,11.0,5.0,6.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3998.0,469.0,448.0,720.0,617.0,936.0,756.0,1076.0,1094.0,836.0,1030.0,697.0,880.0,594.0,754.0,487.0,552.0,453.0,337.0,417.0,255.0,294.0,209.0,231.0,198.0,118.0,127.0,100.0,108.0,57.0,78.0,50.0,55.0,41.0,36.0,41.0,23.0,27.0,17.0,20.0,14.0,6.0,9.0,8.0,6.0,12.0,5.0,5.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0782888,1.7280593,102.0,228.0,23.113028,34.661667,0.0,0.0,0.0,2.0592513,7.4414062,21.6424,35.939064,47.520313,102.0,-0.08368842,0.60639197,-0.79074967,0.70945907,-0.52098024,-0.47460243,0.69976,0.60072327,0.38661024,2.5782187,2.248308,2.097899,0.8437193,1.0735658,12065.0,669906.0,355.50256,903.8407
26,0,27,Pore,Pore,1.0,0.0,0.103748955,158.62576,273.39993,277.70538,1.0,17.862637,0.0,3209855.0,0.0,0.0,157.0,273.0,278.5,3581424.0,142.95555,269.54517,285.36432,371569.0,243.0,312.0,415.0,72.0,235.0,143.0,371569.0,142.95555,269.54517,285.36432,312.0,1763.0,7490.0,20119.0,38794.0,52638.0,56565.0,50100.0,40041.0,29575.0,21046.0,14895.0,10501.0,7522.0,5364.0,3700.0,2807.0,2007.0,1489.0,1082.0,843.0,682.0,474.0,357.0,289.0,213.0,177.0,122.0,90.0,80.0,50.0,52.0,45.0,37.0,34.0,25.0,36.0,19.0,18.0,18.0,18.0,9.0,2.0,12.0,5.0,3.0,1.0,3.0,4.0,6.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,14.0,63032.0,10614.0,21932.0,37185.0,55390.0,72360.0,83155.0,90010.0,91094.0,90193.0,87125.0,83738.0,79723.0,75291.0,71637.0,68885.0,66209.0,62984.0,60238.0,56975.0,53812.0,50669.0,47249.0,44589.0,41641.0,39084.0,36166.0,33677.0,30987.0,28803.0,26614.0,24836.0,22967.0,21062.0,19455.0,18325.0,16848.0,15911.0,14382.0,13351.0,12276.0,11471.0,10662.0,9657.0,8779.0,8302.0,7559.0,6998.0,6315.0,5910.0,5437.0,4982.0,4623.0,4183.0,3866.0,3514.0,3248.0,2953.0,2742.0,2480.0,2164.0,2123.0,1936.0,21237.0,11.497082,1.3771511,255.0,255.0,30.757444,73.32722,0.0,0.0,0.0,16.705011,21.769884,28.535084,37.32174,48.220043,255.0,-0.52173865,0.8529946,0.013748319,0.06251877,0.054302283,-0.99656546,0.8508115,0.51908714,0.08165977,77.474205,23.203691,12.257638,2.0853376,1.1895783,11428513.0,152639040.0,204.82634,2679.4392
27,0,28,0,Pore,1.0,0.0,0.4814815,28.705357,164.75893,149.5,1.0,1.2447954,0.0,112.0,0.0,0.0,28.5,164.5,149.0,216.0,28.278847,164.22116,148.46153,104.0,32.0,167.0,154.0,26.0,163.0,145.0,104.0,28.278847,164.22116,148.46153,0.0,1.0,2.0,4.0,8.0,8.0,13.0,19.0,17.0,18.0,6.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,57.0,167.0,316.0,617.0,1079.0,1513.0,2165.0,2549.0,2805.0,2741.0,2629.0,2272.0,1839.0,1451.0,1111.0,797.0,654.0,499.0,381.0,297.0,197.0,191.0,156.0,139.0,122.0,111.0,85.0,50.0,53.0,50.0,44.0,27.0,17.0,20.0,13.0,11.0,10.0,7.0,11.0,3.0,3.0,5.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.029351639,7.2104607,55.0,255.0,30.490385,46.11652,6.0,0.0,6.0,17.63086,24.825722,31.245888,37.1875,42.234375,55.0,0.005077296,0.97044194,0.24128121,0.17990775,-0.23823376,0.9543992,0.98367035,0.038562592,-0.17579961,2.027404,1.4408522,0.76764625,-0.060059115,1.7505286,3171.0,1259765.0,93.63452,422.61493
28,0,29,0,Pore,1.0,0.0,0.3314394,9.0325775,293.2663,150.41219,1.0,4.70076,0.0,1412.0,0.0,0.0,7.5,293.0,150.5,2112.0,4.4085712,292.46286,150.67714,700.0,16.0,299.0,157.0,0.0,288.0,145.0,700.0,4.4085712,292.46286,150.67714,2.0,2.0,24.0,17.0,40.0,62.0,115.0,100.0,126.0,81.0,63.0,35.0,16.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,53.0,82.0,163.0,269.0,434.0,564.0,787.0,1395.0,1242.0,1366.0,1449.0,1550.0,1597.0,1448.0,1408.0,1805.0,1099.0,1001.0,926.0,851.0,710.0,607.0,530.0,568.0,345.0,306.0,245.0,209.0,183.0,140.0,109.0,123.0,77.0,48.0,34.0,25.0,27.0,19.0,20.0,18.0,13.0,9.0,10.0,6.0,6.0,3.0,1.0,5.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.08614941,1.8486024,60.0,200.0,30.812857,48.16242,0.0,0.0,0.0,18.427734,24.876358,31.396875,37.679398,43.701637,60.0,0.9802056,0.007122627,0.19785424,-0.16624188,0.57234025,0.80298835,0.10752056,0.81998533,-0.5621952,3.6198878,2.397949,2.0923648,-0.035413004,0.88289934,21569.0,1156765.0,100.04355,441.8928
29,0,30,0,Pore,1.0,0.0,0.33308533,58.598736,95.5026,159.13872,1.0,1.9403586,0.0,5378.0,0.0,0.0,58.5,95.5,158.5,8064.0,58.302307,95.49479,157.22115,2686.0,71.0,103.0,171.0,47.0,89.0,147.0,2686.0,58.302307,95.49479,157.22115,780.0,74.0,82.0,107.0,138.0,177.0,204.0,168.0,193.0,181.0,130.0,102.0,99.0,63.0,58.0,35.0,18.0,24.0,14.0,15.0,8.0,2.0,2.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32078.0,1007.0,1206.0,1489.0,1838.0,2119.0,2630.0,3056.0,3316.0,3654.0,3774.0,3837.0,3856.0,3602.0,3278.0,3001.0,2728.0,2345.0,2036.0,1753.0,1478.0,1363.0,1183.0,905.0,802.0,666.0,501.0,430.0,400.0,334.0,285.0,226.0,233.0,165.0,161.0,130.0,92.0,75.0,85.0,52.0,57.0,52.0,39.0,43.0,24.0,20.0,22.0,19.0,16.0,17.0,17.0,9.0,5.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,1.0,3.0,2.0,11.0,1.1095581,0.97933614,153.0,255.0,23.664185,35.279575,0.0,0.0,0.0,1.3720553,3.430138,23.56859,37.873577,51.088543,153.0,0.6528504,-0.74398196,0.14239801,0.2142326,0.36165988,0.9073624,0.72656095,0.56186557,-0.39549497,6.9765997,3.4484284,2.4824078,0.788484,0.9281867,63562.0,3265054.0,439.32877,1222.7286
30,0,31,Pore,Pore,1.0,0.0,0.1237354,64.61624,185.28069,274.92172,1.0,2.1033602,0.0,1531693.0,0.0,0.0,64.5,185.5,275.0,1747980.0,63.676804,187.05312,275.55426,216287.0,130.0,213.0,400.0,0.0,159.0,151.0,216287.0,63.676804,187.05312,275.55426,180.0,594.0,2398.0,7695.0,19172.0,33169.0,40397.0,36372.0,27038.0,18319.0,11358.0,7125.0,4541.0,2756.0,1768.0,1146.0,700.0,439.0,313.0,210.0,132.0,87.0,63.0,47.0,45.0,37.0,32.0,22.0,18.0,18.0,14.0,9.0,6.0,9.0,6.0,6.0,7.0,2.0,6.0,2.0,8.0,2.0,6.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,156610.0,5282.0,11182.0,21624.0,35456.0,52009.0,68505.0,81548.0,90799.0,94607.0,93136.0,88287.0,81655.0,73619.0,66091.0,58673.0,51534.0,45654.0,40244.0,35842.0,31119.0,27502.0,24686.0,21931.0,19598.0,17639.0,15978.0,14592.0,13071.0,12067.0,10979.0,10243.0,9180.0,8435.0,7775.0,7315.0,6510.0,6054.0,5370.0,5007.0,4801.0,4440.0,4062.0,3613.0,3286.0,3075.0,2870.0,2681.0,2414.0,2227.0,2124.0,1884.0,1746.0,1612.0,1515.0,1430.0,1276.0,1204.0,1146.0,1049.0,944.0,912.0,806.0,11533.0,11.819193,3.7629712,255.0,255.0,29.548271,57.081448,0.0,0.0,0.0,18.174025,22.808771,28.387796,35.152073,43.114704,255.0,0.040947787,0.998598,0.03354545,0.069282584,-0.036330547,0.9969353,0.9967563,-0.038498178,-0.0706731,60.06494,27.426725,7.7893515,1.851587,1.6462636,6390907.0,90762820.0,119.59722,2038.4884
31,0,32,0,Pore,1.0,0.0,0.3870574,250.23955,260.39343,156.84312,1.0,1.8272798,0.0,2008.0,0.0,0.0,250.0,260.5,157.5,3276.0,249.62067,260.66876,158.54022,1268.0,257.0,270.0,165.0,244.0,252.0,151.0,1268.0,249.62067,260.66876,158.54022,0.0,4.0,29.0,108.0,191.0,270.0,282.0,195.0,106.0,51.0,20.0,6.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709.0,2795.0,4128.0,4619.0,3958.0,3131.0,2485.0,1948.0,1732.0,1631.0,1568.0,1627.0,1691.0,1701.0,1636.0,1581.0,1510.0,1427.0,1304.0,1248.0,1124.0,1074.0,1000.0,889.0,795.0,738.0,649.0,503.0,462.0,429.0,354.0,294.0,242.0,226.0,144.0,141.0,134.0,131.0,123.0,87.0,75.0,55.0,53.0,53.0,45.0,37.0,26.0,15.0,12.0,10.0,10.0,6.0,7.0,4.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,0.66892177,0.81262255,56.0,255.0,24.233438,45.98513,4.0,0.0,4.0,15.413629,19.608967,24.358377,29.259615,34.213,56.0,0.53819543,0.050935164,-0.84127957,-0.79609066,-0.29702845,-0.5272701,0.27674055,-0.95350915,0.11931034,4.3780785,3.0505545,2.1493943,0.45508826,1.0370233,30728.0,2455514.0,53.05907,1357.2888
32,0,33,0,Pore,1.0,0.0,0.53061223,265.28986,138.28261,156.52174,1.0,0.7640395,0.0,138.0,0.0,0.0,265.0,138.0,156.5,294.0,264.7436,137.75,156.48077,156.0,269.0,142.0,160.0,262.0,135.0,154.0,156.0,264.7436,137.75,156.48077,3.0,6.0,12.0,29.0,31.0,43.0,23.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,193.0,434.0,423.0,907.0,741.0,1162.0,897.0,1430.0,922.0,1318.0,807.0,1168.0,730.0,1006.0,616.0,934.0,588.0,766.0,460.0,632.0,350.0,480.0,259.0,346.0,211.0,262.0,135.0,191.0,106.0,150.0,79.0,76.0,111.0,57.0,55.0,44.0,55.0,29.0,42.0,27.0,32.0,22.0,20.0,11.0,13.0,8.0,12.0,6.0,6.0,3.0,6.0,3.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.106751606,1.6505653,39.0,159.0,18.410257,33.98137,2.0,0.0,2.0,10.160156,14.426186,19.536291,23.257631,26.747282,39.0,-0.9137844,0.12300759,0.38712692,-0.36352912,-0.672862,-0.64428514,0.18123102,-0.7294696,0.6595676,1.6574262,1.5270658,1.3146443,-0.15316413,1.0726597,2872.0,667530.0,41.57528,415.87656
33,0,34,Pore,Pore,1.0,0.0,0.48538384,10.981387,171.30733,168.1347,1.0,4.186907,0.0,7253.0,0.0,0.0,13.0,171.5,168.0,14094.0,15.140184,171.70428,167.85718,6841.0,27.0,181.0,183.0,0.0,163.0,154.0,6841.0,15.140184,171.70428,167.85718,154.0,218.0,400.0,624.0,777.0,896.0,1016.0,872.0,692.0,516.0,291.0,185.0,99.0,57.0,26.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.0,723.0,1365.0,2193.0,2505.0,4387.0,5837.0,7113.0,7990.0,6533.0,8609.0,8174.0,7529.0,6476.0,4155.0,4525.0,3505.0,2722.0,2064.0,1211.0,1260.0,940.0,685.0,528.0,267.0,333.0,236.0,191.0,124.0,77.0,71.0,61.0,48.0,35.0,20.0,34.0,19.0,18.0,8.0,4.0,5.0,13.0,4.0,3.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,0.038186617,3.0953279,71.0,243.0,25.117235,42.773357,0.0,0.0,0.0,11.0775585,17.54894,25.284702,32.875412,39.781204,71.0,0.11119257,0.961072,-0.25293627,0.15620577,-0.26825267,-0.95059997,0.98144585,-0.06618954,0.17995271,6.4334664,6.120503,3.8471687,0.24069084,0.9495401,171827.0,3988530.0,126.27189,371.57187
34,0,35,0,Pore,1.0,0.0,0.49867725,73.56992,304.78363,160.00792,1.0,0.45623544,0.0,379.0,0.0,0.0,73.5,305.0,160.0,756.0,73.42971,305.2175,159.99203,377.0,80.0,309.0,165.0,68.0,302.0,156.0,377.0,73.42971,305.2175,159.99203,0.0,1.0,8.0,12.0,28.0,44.0,93.0,61.0,61.0,38.0,20.0,3.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4094.0,174.0,217.0,506.0,564.0,1138.0,1109.0,1677.0,1367.0,1935.0,1395.0,1705.0,1134.0,1333.0,932.0,1180.0,1083.0,749.0,883.0,611.0,719.0,539.0,672.0,467.0,566.0,387.0,469.0,342.0,402.0,260.0,300.0,241.0,216.0,200.0,128.0,161.0,101.0,107.0,79.0,61.0,51.0,52.0,27.0,32.0,33.0,26.0,22.0,16.0,12.0,7.0,11.0,9.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,0.0,2.0,1.0,2.0,4.0,1.1425108,0.69673395,62.0,226.0,28.408487,46.76942,6.0,0.0,6.0,18.313894,23.959803,28.053919,34.210106,39.141243,62.0,0.9837305,0.0074663307,0.17949519,0.17711006,0.12712304,-0.9759466,0.030104715,-0.99185884,-0.12373246,2.756294,1.7994032,1.638989,0.37210697,0.8044882,10710.0,1427964.0,68.618286,1157.706
